project_id,project_type,district,apply_date,estimated_cost,area_sqm,status,actual_cost,issue_date
P0685,市政,番禺区,2024-03-10,32120000,45025,已签发,33503242.0,2024-05-24
P0686,住宅,白云区,2024-09-28,11550000,11549,审批中,\N,\N
P0687,仓储,黄埔区,2024-11-09,30580000,44454,已签发,40058818.0,2024-12-17
P0688,住宅,黄埔区,2023-03-27,22110000,38425,已签发,22740891.0,2023-04-16
P0689,住宅,海珠区,2024-08-10,2030000,39047,已签发,2228180.0,2024-11-28
P0690,市政,海珠区,2023-12-10,37490000,12653,已签发,30166702.0,2024-01-06
P0691,仓储,天河区,2023-10-21,44600000,19014,审批中,\N,\N
P0692,仓储,番禺区,2024-07-24,38360000,18463,已签发,53392994.0,2024-09-21
P0693,工业,天河区,2024-10-11,11140000,12358,审批中,\N,\N
P0694,住宅,海珠区,2024-09-02,42500000,15935,审批中,\N,\N
P0695,住宅,白云区,2024-12-04,19630000,16030,已驳回,\N,\N
P0696,商业,海珠区,2023-08-31,12660000,48093,已签发,16317172.0,2023-09-18
P0697,工业,番禺区,2024-07-14,24510000,44873,审批中,\N,\N
P0698,商业,海珠区,2023-02-01,18220000,24126,已过期,\N,\N
P0699,商业,番禺区,2024-01-26,20100000,45266,审批中,\N,\N
P0700,商业,番禺区,2023-10-04,28300000,34979,已签发,34137921.0,2024-01-29
P0701,市政,番禺区,2024-06-15,48540000,3573,审批中,\N,\N
P0702,市政,番禺区,2023-06-03,47960000,10535,审批中,\N,\N
P0703,商业,番禺区,2024-01-18,29210000,23941,审批中,\N,\N
P0704,工业,白云区,2023-03-09,7100000,10892,已签发,6617583.0,2023-04-26
P0705,住宅,天河区,2023-08-02,26850000,47495,已签发,25571694.0,2023-10-28
P0706,工业,黄埔区,2024-10-16,23790000,45741,已驳回,\N,\N
P0707,仓储,天河区,2024-01-11,40040000,34257,已签发,34183734.0,2024-02-17
P0708,市政,番禺区,2023-08-01,25000000,1647,审批中,\N,\N
P0709,住宅,白云区,2023-03-20,11820000,19783,已签发,11378940.0,2023-05-07
P0710,住宅,海珠区,2024-12-26,7490000,22965,已签发,9408915.0,2025-01-29
P0711,仓储,白云区,2024-09-19,20880000,24106,已签发,25754369.0,2024-10-19
P0712,仓储,番禺区,2024-08-26,46970000,19767,已签发,37784318.0,2024-09-14
P0713,商业,白云区,2024-01-16,45500000,14339,已过期,\N,\N
P0714,市政,白云区,2024-11-10,46070000,46725,已驳回,\N,\N
P0715,市政,番禺区,2023-02-27,22290000,38430,审批中,\N,\N
P0716,工业,白云区,2023-01-26,28880000,19720,已签发,38206840.0,2023-03-24
P0717,商业,黄埔区,2024-03-22,9230000,19902,审批中,\N,\N
P0718,商业,黄埔区,2023-03-07,1330000,25766,审批中,\N,\N
P0719,商业,白云区,2023-09-11,14720000,7857,已签发,14454594.0,2023-11-19
P0720,商业,海珠区,2023-02-13,27250000,37888,已签发,33516512.0,2023-06-10
P0721,市政,番禺区,2023-04-07,32300000,30334,审批中,\N,\N
P0722,市政,黄埔区,2024-07-07,43660000,10545,审批中,\N,\N
P0723,商业,海珠区,2023-08-15,40250000,41385,已过期,\N,\N
P0724,工业,白云区,2024-11-09,14410000,27613,已签发,12319001.0,2024-12-01
P0725,住宅,海珠区,2024-03-11,32680000,5408,审批中,\N,\N
P0726,住宅,天河区,2024-08-23,42570000,33655,已签发,34377737.0,2024-09-05
P0727,工业,黄埔区,2024-01-14,6640000,49881,已签发,7879628.0,2024-04-24
P0728,商业,白云区,2023-06-27,30210000,28218,已签发,27482602.0,2023-09-22
P0729,市政,番禺区,2024-03-02,36150000,46191,已签发,33960843.0,2024-05-22
P0730,住宅,白云区,2024-12-09,36260000,8280,已签发,42836809.0,2024-12-27
P0731,仓储,番禺区,2023-11-03,46200000,22102,已签发,64484392.0,2023-12-17
P0732,仓储,白云区,2024-05-18,3200000,9686,审批中,\N,\N
P0733,工业,海珠区,2023-09-25,41160000,39062,审批中,\N,\N
P0734,商业,海珠区,2024-08-08,25180000,21358,已签发,22803381.0,2024-10-14
P0735,住宅,海珠区,2023-01-08,14400000,40660,已驳回,\N,\N
P0736,商业,天河区,2024-05-22,34040000,44056,已签发,36304012.0,2024-09-05
P0737,住宅,番禺区,2024-04-20,41850000,36071,已签发,36921395.0,2024-07-10
P0738,工业,海珠区,2023-10-24,36570000,35408,审批中,\N,\N
P0739,工业,天河区,2023-06-13,26330000,20719,已签发,33956626.0,2023-08-04
P0740,仓储,番禺区,2024-04-29,41230000,31579,已签发,57323875.0,2024-08-11
P0741,商业,白云区,2024-08-19,31250000,28578,已签发,42057694.0,2024-12-04
P0742,仓储,天河区,2023-03-13,39560000,40092,已签发,51866095.0,2023-03-28
P0743,商业,黄埔区,2024-07-20,3390000,14231,已驳回,\N,\N
P0744,仓储,天河区,2024-07-12,25300000,14736,已签发,21825025.0,2024-10-07
P0745,市政,天河区,2023-08-26,33020000,646,已签发,37688695.0,2023-11-10
P0746,市政,番禺区,2023-04-14,3280000,36883,已签发,3669951.0,2023-05-05
P0747,市政,白云区,2023-07-29,29740000,48755,审批中,\N,\N
P0748,市政,黄埔区,2024-07-07,6300000,17818,已签发,6539863.0,2024-07-28
P0749,住宅,海珠区,2024-04-12,3030000,6787,审批中,\N,\N
P0750,市政,海珠区,2024-03-29,43260000,31680,已签发,49384697.0,2024-06-12
P0751,工业,天河区,2023-09-25,48260000,33194,已签发,38668127.0,2023-10-06
P0752,工业,番禺区,2024-01-21,8740000,20727,已签发,8359156.0,2024-02-14
P0753,住宅,番禺区,2024-01-22,38820000,23769,已签发,43127771.0,2024-02-23
P0754,市政,海珠区,2023-09-16,7490000,11351,已签发,9237639.0,2023-10-24
P0755,市政,黄埔区,2023-10-10,14300000,5758,已签发,12934264.0,2024-01-08
P0756,市政,白云区,2024-09-17,39460000,44939,已驳回,\N,\N
P0757,仓储,黄埔区,2023-02-09,17230000,33154,已签发,21170084.0,2023-02-25
P0758,商业,白云区,2024-04-30,27770000,47648,审批中,\N,\N
P0759,仓储,海珠区,2023-08-08,32060000,47527,已签发,26168932.0,2023-09-14
P0760,商业,白云区,2023-05-09,34380000,44037,已签发,36771503.0,2023-06-01
P0761,市政,番禺区,2024-06-03,43570000,35503,已签发,42605662.0,2024-07-26
P0762,市政,天河区,2024-09-04,4330000,34900,已驳回,\N,\N
P0763,仓储,天河区,2024-11-18,3910000,27700,已签发,3420343.0,2025-02-16
P0764,仓储,海珠区,2024-09-10,20370000,2232,已签发,24270561.0,2024-10-21
P0765,商业,番禺区,2024-09-04,41090000,1452,已签发,34171753.0,2025-01-01
P0766,工业,黄埔区,2023-09-17,49890000,5709,已签发,53267665.0,2023-12-05
P0767,商业,番禺区,2024-01-01,31590000,38042,已签发,35772127.0,2024-04-07
P0768,仓储,天河区,2024-06-27,41320000,14100,已签发,40442898.0,2024-07-12
P0769,仓储,天河区,2024-10-10,45650000,14723,已签发,48984521.0,2024-11-15
P0770,住宅,番禺区,2024-06-07,28480000,2081,已签发,25578807.0,2024-09-06
P0771,仓储,番禺区,2023-01-16,32900000,33237,审批中,\N,\N
P0772,住宅,天河区,2023-05-09,20380000,1830,已签发,23898888.0,2023-08-27
P0773,工业,黄埔区,2024-07-28,34640000,20989,已签发,33984612.0,2024-08-30
P0774,商业,海珠区,2023-04-19,18990000,22723,已签发,25443672.0,2023-08-08
P0775,商业,海珠区,2024-06-16,3550000,18158,审批中,\N,\N
P0776,住宅,番禺区,2024-10-31,36630000,46351,已签发,38944628.0,2024-12-19
P0777,商业,海珠区,2023-09-26,27990000,49120,已签发,23042883.0,2023-11-21
P0778,仓储,天河区,2023-06-11,11850000,44052,已签发,13031788.0,2023-09-07
P0779,市政,天河区,2023-09-17,2550000,1895,已签发,3210107.0,2023-12-10
P0780,住宅,番禺区,2023-04-12,46410000,15021,已签发,44522716.0,2023-07-16
P0781,商业,番禺区,2024-05-20,35000000,3462,审批中,\N,\N
P0782,住宅,番禺区,2024-07-24,38610000,1645,已驳回,\N,\N
P0783,住宅,黄埔区,2023-09-04,36720000,16636,审批中,\N,\N
P0784,市政,海珠区,2024-10-01,36490000,10149,已签发,31058865.0,2024-11-23
P0785,仓储,番禺区,2024-06-20,26010000,24163,已签发,34325662.0,2024-09-13
P0786,住宅,白云区,2023-05-11,43580000,30132,已签发,47916727.0,2023-07-16
P0787,商业,白云区,2023-12-19,3590000,7101,已签发,3510741.0,2024-04-13
P0788,工业,天河区,2023-07-15,27580000,33687,已签发,26451094.0,2023-08-21
P0789,住宅,海珠区,2024-10-27,20410000,8797,审批中,\N,\N
P0790,住宅,番禺区,2024-01-17,3210000,7055,已签发,4492169.0,2024-04-06
P0791,市政,白云区,2024-10-06,36920000,18878,已签发,34416692.0,2024-11-07
P0792,仓储,海珠区,2023-08-15,41360000,8463,已签发,35649424.0,2023-11-17
P0793,工业,天河区,2024-12-01,18720000,47488,已签发,21547115.0,2025-01-13
P0794,商业,黄埔区,2024-04-20,33230000,26005,已签发,36324559.0,2024-05-10
P0795,工业,海珠区,2024-04-21,45880000,26343,已驳回,\N,\N
P0796,商业,海珠区,2023-09-22,43990000,12074,已签发,52795093.0,2024-01-15
P0797,仓储,黄埔区,2024-01-07,5700000,27729,审批中,\N,\N
P0798,商业,海珠区,2024-04-30,10260000,21066,审批中,\N,\N
P0799,市政,天河区,2024-03-09,37720000,14279,审批中,\N,\N
P0800,市政,天河区,2024-10-07,36010000,7443,已签发,31597036.0,2024-11-13
P0801,市政,黄埔区,2023-07-30,41550000,30072,已签发,51745508.0,2023-10-29
P0802,市政,番禺区,2024-07-25,28230000,9218,已签发,33476901.0,2024-10-20
P0803,工业,白云区,2024-01-12,26020000,49700,审批中,\N,\N
P0804,仓储,番禺区,2024-01-30,28820000,12300,已签发,33803301.0,2024-05-10
P0805,商业,海珠区,2024-03-25,39570000,49659,已驳回,\N,\N
P0806,商业,白云区,2023-12-30,2020000,20000,已签发,2155145.0,2024-01-16
P0807,市政,黄埔区,2024-04-01,30140000,27110,已签发,40376976.0,2024-07-25
P0808,市政,黄埔区,2024-12-25,29660000,29637,已签发,26104375.0,2025-04-22
P0809,住宅,白云区,2024-12-28,28500000,37788,已签发,29412509.0,2025-02-28
P0810,仓储,天河区,2023-08-14,18020000,11201,已签发,23294191.0,2023-11-03
P0811,工业,白云区,2023-05-11,26600000,46875,审批中,\N,\N
P0812,商业,海珠区,2024-08-10,39250000,20142,审批中,\N,\N
P0813,住宅,天河区,2024-04-20,11540000,21062,已驳回,\N,\N
P0814,住宅,黄埔区,2023-10-04,25860000,11869,已驳回,\N,\N
P0815,商业,白云区,2023-06-05,42490000,16116,已驳回,\N,\N
P0816,工业,番禺区,2023-08-06,39040000,11078,已签发,51334635.0,2023-10-03
P0817,住宅,番禺区,2023-07-09,35440000,3185,审批中,\N,\N
P0818,住宅,海珠区,2024-02-21,19640000,32569,已签发,20858754.0,2024-03-31
P0819,仓储,番禺区,2024-11-05,31220000,8312,已签发,33667656.0,2025-01-25
P0820,工业,白云区,2024-11-22,10560000,41435,审批中,\N,\N
P0821,住宅,白云区,2024-06-29,4560000,19131,已签发,5297514.0,2024-09-09
P0822,工业,番禺区,2023-02-10,2160000,27540,已签发,2575869.0,2023-04-07
P0823,商业,白云区,2023-11-03,5580000,536,已签发,7805973.0,2023-12-08
P0824,市政,海珠区,2023-12-04,17110000,43133,已签发,14457539.0,2024-02-08
P0825,住宅,天河区,2023-11-10,37140000,19563,已驳回,\N,\N
P0826,仓储,海珠区,2023-03-16,35390000,45736,已签发,36973262.0,2023-07-01
P0827,商业,海珠区,2023-10-06,49080000,4168,已签发,49505496.0,2023-10-22
P0828,工业,白云区,2023-06-25,7300000,33878,已签发,5934807.0,2023-08-13
P0829,商业,天河区,2024-10-23,25740000,48600,已签发,22009413.0,2025-02-01
P0830,住宅,白云区,2023-09-30,21700000,16479,已驳回,\N,\N
P0831,工业,黄埔区,2024-09-11,47270000,3329,已签发,62755400.0,2024-11-21
P0832,市政,白云区,2024-10-12,44070000,38415,已签发,48853190.0,2025-02-01
P0833,商业,白云区,2023-10-16,14130000,39097,审批中,\N,\N
P0834,住宅,白云区,2024-12-24,13810000,6050,已驳回,\N,\N
P0835,仓储,天河区,2023-09-29,23420000,20788,审批中,\N,\N
P0836,工业,白云区,2023-03-07,15880000,40414,已驳回,\N,\N
P0837,商业,天河区,2024-04-27,34580000,12149,已签发,39871411.0,2024-05-10
P0838,商业,番禺区,2023-09-05,6100000,8719,已签发,5658351.0,2023-12-29
P0839,市政,黄埔区,2023-06-05,11490000,26575,已签发,9860843.0,2023-09-04
P0840,市政,天河区,2023-02-16,19530000,33282,已驳回,\N,\N
P0841,仓储,番禺区,2024-03-29,2240000,11937,已签发,2588583.0,2024-05-02
P0842,仓储,天河区,2023-07-20,22060000,1334,已签发,28568167.0,2023-08-05
P0843,住宅,天河区,2024-10-21,22800000,11138,已签发,29981960.0,2025-02-09
P0844,住宅,黄埔区,2023-05-04,43370000,24686,已签发,46760373.0,2023-06-10
P0845,仓储,海珠区,2023-01-01,42100000,48556,已签发,53490693.0,2023-03-20
P0846,仓储,海珠区,2024-10-01,39700000,26296,已过期,\N,\N
P0847,工业,天河区,2023-07-10,15470000,41315,已签发,14930128.0,2023-11-04
P0848,市政,白云区,2024-08-01,39040000,5792,审批中,\N,\N
P0849,住宅,番禺区,2024-05-30,32210000,18308,审批中,\N,\N
P0850,市政,白云区,2024-03-17,16170000,17470,已签发,16217516.0,2024-04-15
P0851,市政,白云区,2023-05-23,12010000,27849,已签发,16193392.0,2023-08-23
P0852,仓储,天河区,2023-07-10,4180000,11197,已签发,5804460.0,2023-07-30
P0853,工业,天河区,2024-06-16,49960000,33689,已签发,59806438.0,2024-10-07
P0854,商业,天河区,2023-08-15,920000,9304,审批中,\N,\N
P0855,工业,天河区,2023-11-09,19570000,1070,已签发,24457164.0,2024-02-13
P0856,工业,海珠区,2024-09-20,35400000,28884,已签发,43178107.0,2024-10-06
P0857,市政,天河区,2023-10-29,25850000,39719,已签发,25440500.0,2023-11-30
P0858,工业,海珠区,2024-10-15,42230000,49849,已驳回,\N,\N
P0859,住宅,海珠区,2024-04-04,29230000,34724,已驳回,\N,\N
P0860,市政,天河区,2024-02-05,18740000,31157,已驳回,\N,\N
P0861,住宅,黄埔区,2024-07-04,13430000,34085,审批中,\N,\N
P0862,商业,番禺区,2024-01-28,48190000,44569,已签发,38896596.0,2024-05-22
P0863,市政,白云区,2023-07-26,48460000,35796,审批中,\N,\N
P0864,商业,海珠区,2023-07-29,49040000,30066,已签发,60291813.0,2023-10-04
P0865,市政,番禺区,2023-04-25,34360000,30876,审批中,\N,\N
P0866,仓储,黄埔区,2024-10-07,30220000,47964,审批中,\N,\N
P0867,工业,白云区,2023-09-08,39720000,14078,已签发,43548511.0,2023-12-08
P0868,仓储,白云区,2023-08-07,10420000,39960,审批中,\N,\N
P0869,商业,海珠区,2024-02-11,24360000,27759,已驳回,\N,\N
P0870,工业,天河区,2024-03-18,22900000,46746,已签发,25204292.0,2024-05-11
P0871,市政,黄埔区,2024-08-25,15260000,6971,已驳回,\N,\N
P0872,工业,海珠区,2023-12-20,34570000,16726,已签发,30502365.0,2024-01-23
P0873,住宅,黄埔区,2024-07-11,4390000,30096,已签发,5981800.0,2024-10-06
P0874,工业,天河区,2024-07-03,10490000,32123,已签发,10607045.0,2024-10-28
P0875,住宅,天河区,2023-05-22,46700000,36403,已签发,49861102.0,2023-06-25
P0876,工业,海珠区,2024-09-03,19050000,39590,已驳回,\N,\N
P0877,住宅,天河区,2024-05-15,7080000,13052,已驳回,\N,\N
P0878,商业,番禺区,2024-12-02,28130000,47774,审批中,\N,\N
P0879,仓储,白云区,2024-06-30,37130000,43591,已签发,43762518.0,2024-09-27
P0880,市政,海珠区,2024-10-20,15310000,2048,已驳回,\N,\N
P0881,工业,黄埔区,2024-06-25,37810000,31227,已签发,46598369.0,2024-10-16
P0882,仓储,番禺区,2024-05-21,5010000,35664,已驳回,\N,\N
P0883,市政,海珠区,2024-08-18,25250000,34685,已签发,29377169.0,2024-10-29
P0884,市政,天河区,2023-10-08,32720000,19656,已签发,38581071.0,2023-12-24
P0885,住宅,天河区,2024-02-28,15870000,9459,审批中,\N,\N
P0886,商业,天河区,2023-09-27,31430000,35754,已签发,36129421.0,2023-11-03
P0887,商业,天河区,2023-06-03,9320000,47122,已签发,11279743.0,2023-09-05
P0888,仓储,黄埔区,2024-09-05,44580000,13609,已签发,55808422.0,2024-12-01
P0889,商业,番禺区,2024-12-27,41180000,3991,已签发,50917893.0,2025-02-07
P0890,工业,白云区,2024-10-23,49850000,26064,已签发,65890228.0,2024-11-11
P0891,商业,黄埔区,2023-03-24,26160000,36839,已签发,23901504.0,2023-06-24
P0892,仓储,黄埔区,2024-09-13,33270000,34774,已签发,34623715.0,2024-10-22
P0893,商业,白云区,2024-03-01,4240000,18088,已签发,5803193.0,2024-04-01
P0894,工业,白云区,2023-10-02,45960000,19892,审批中,\N,\N
P0895,住宅,天河区,2024-12-13,37470000,23701,已签发,32783329.0,2025-04-02
P0896,仓储,黄埔区,2023-10-11,31120000,13504,已驳回,\N,\N
P0897,住宅,海珠区,2023-06-22,47400000,27727,已驳回,\N,\N
P0898,住宅,白云区,2023-11-23,33000000,18274,已签发,30416494.0,2024-02-15
P0899,住宅,白云区,2024-12-18,46450000,15749,审批中,\N,\N
P0900,市政,番禺区,2023-03-04,46090000,30163,已驳回,\N,\N
P0901,市政,海珠区,2023-03-14,1620000,26120,已过期,\N,\N
P0902,住宅,海珠区,2024-09-27,32470000,31026,已签发,45356205.0,2024-11-29
P0903,仓储,白云区,2024-01-10,24280000,36271,已签发,33504830.0,2024-01-25
P0904,工业,天河区,2024-09-24,19740000,16261,审批中,\N,\N
P0905,工业,番禺区,2024-05-22,1890000,29010,审批中,\N,\N
P0906,商业,海珠区,2024-02-02,14740000,48166,审批中,\N,\N
P0907,仓储,白云区,2023-04-30,29990000,23000,已签发,36868879.0,2023-08-10
P0908,市政,海珠区,2024-03-12,32180000,43623,已驳回,\N,\N
P0909,住宅,番禺区,2024-11-06,5660000,41892,已过期,\N,\N
P0910,商业,番禺区,2024-04-09,26660000,10140,已签发,32355916.0,2024-06-30
P0911,工业,黄埔区,2023-10-13,9370000,4124,已签发,9091512.0,2023-10-24
P0912,市政,白云区,2023-09-22,31540000,28254,已签发,38362666.0,2024-01-02
P0913,市政,番禺区,2023-11-16,990000,9983,已驳回,\N,\N
P0914,住宅,黄埔区,2024-11-03,40010000,37453,审批中,\N,\N
P0915,工业,黄埔区,2024-01-11,36100000,45597,审批中,\N,\N
P0916,仓储,海珠区,2023-03-30,680000,13433,已签发,575583.0,2023-07-25
P0917,市政,海珠区,2024-10-15,48710000,45869,已签发,53956126.0,2024-12-18
P0918,住宅,黄埔区,2023-07-22,15230000,24684,已签发,15321084.0,2023-10-11
P0919,仓储,海珠区,2023-11-30,41110000,25268,已签发,40992523.0,2024-03-19
P0920,工业,番禺区,2023-08-10,26560000,391,审批中,\N,\N
P0921,市政,天河区,2023-02-10,5010000,25274,已过期,\N,\N
P0922,仓储,番禺区,2024-12-08,38150000,5117,已驳回,\N,\N
P0923,仓储,黄埔区,2023-03-09,24880000,38799,已驳回,\N,\N
P0924,仓储,黄埔区,2024-05-28,43600000,26032,已签发,52155756.0,2024-09-18
P0925,市政,番禺区,2024-09-28,15990000,43128,已签发,20555414.0,2025-01-24
P0926,市政,海珠区,2024-09-13,35240000,20906,审批中,\N,\N
P0927,商业,海珠区,2024-08-20,1770000,13882,已驳回,\N,\N
P0928,工业,黄埔区,2024-09-23,49050000,26962,已签发,67207535.0,2024-10-29
P0929,住宅,白云区,2023-05-07,28110000,23583,已签发,27546762.0,2023-05-17
P0930,仓储,海珠区,2023-09-12,45060000,27996,已签发,36566223.0,2024-01-06
P0931,商业,番禺区,2024-11-25,47140000,23866,审批中,\N,\N
P0932,住宅,海珠区,2023-01-16,14650000,25862,已签发,12010174.0,2023-03-06
P0933,商业,番禺区,2024-04-21,2510000,45359,已签发,3444628.0,2024-06-01
P0934,市政,黄埔区,2023-03-03,24190000,34842,已签发,22398750.0,2023-05-20
P0935,仓储,海珠区,2024-03-07,5670000,42030,已签发,7219929.0,2024-04-02
P0936,住宅,番禺区,2024-10-31,13910000,37731,已驳回,\N,\N
P0937,住宅,黄埔区,2023-09-25,48260000,10434,已签发,44912558.0,2023-11-30
P0938,住宅,白云区,2023-02-04,20380000,9421,审批中,\N,\N
P0939,住宅,番禺区,2024-07-29,35950000,11610,审批中,\N,\N
P0940,住宅,白云区,2024-05-08,45700000,14719,已驳回,\N,\N
P0941,商业,白云区,2024-07-15,38520000,1251,已签发,31154524.0,2024-10-19
P0942,仓储,天河区,2024-04-13,33250000,45193,已过期,\N,\N
P0943,市政,海珠区,2024-10-22,37040000,9965,已签发,51324535.0,2025-01-10
P0944,市政,番禺区,2023-11-21,24840000,11582,已过期,\N,\N
P0945,市政,白云区,2023-10-31,49230000,12780,已驳回,\N,\N
P0946,市政,天河区,2023-10-03,2570000,32523,已签发,3218236.0,2023-12-05
P0947,商业,黄埔区,2024-11-14,26830000,44957,已签发,25542901.0,2025-02-15
P0948,工业,番禺区,2023-07-20,41670000,12139,已签发,55714704.0,2023-08-23
P0949,仓储,白云区,2024-03-20,2030000,30164,已签发,2323045.0,2024-06-04
P0950,住宅,海珠区,2023-11-20,34160000,507,已签发,34517538.0,2024-01-30
P0951,工业,天河区,2023-02-04,43640000,3559,已签发,56715253.0,2023-04-09
P0952,市政,白云区,2024-04-26,48140000,29848,已签发,52763559.0,2024-06-20
P0953,工业,海珠区,2024-12-28,15680000,36144,已签发,21120642.0,2025-01-30
P0954,仓储,白云区,2024-04-24,26500000,34219,已签发,35955426.0,2024-08-09
P0955,住宅,番禺区,2023-03-06,22450000,38334,已签发,20188209.0,2023-04-30
P0956,住宅,番禺区,2023-01-08,45480000,27523,已签发,36447401.0,2023-02-08
P0957,仓储,番禺区,2023-10-28,47410000,6426,已签发,65916899.0,2023-11-17
P0958,仓储,天河区,2023-12-09,36040000,21889,已签发,48426318.0,2024-02-04
P0959,市政,番禺区,2024-03-06,24640000,31171,已签发,20531702.0,2024-03-23
P0960,住宅,海珠区,2024-02-28,28990000,26154,已驳回,\N,\N
P0961,工业,白云区,2023-11-28,17920000,24623,已签发,19258318.0,2024-03-23
P0962,商业,黄埔区,2024-03-13,13560000,30591,已签发,12954911.0,2024-04-26
P0963,商业,海珠区,2024-08-10,38990000,14530,已签发,51749396.0,2024-10-07
P0964,仓储,海珠区,2023-06-23,42180000,5091,已驳回,\N,\N
P0965,市政,番禺区,2024-07-12,46260000,5192,已驳回,\N,\N
P0966,商业,天河区,2024-06-10,47050000,2161,已驳回,\N,\N
P0967,住宅,白云区,2024-10-20,48900000,12697,审批中,\N,\N
P0968,仓储,天河区,2023-01-26,42450000,32751,已签发,39642008.0,2023-03-13
P0969,工业,白云区,2024-08-27,26050000,11048,已签发,29368801.0,2024-12-05
P0970,仓储,白云区,2024-02-10,23550000,13455,已签发,28504568.0,2024-05-21
P0971,工业,天河区,2023-08-20,45580000,4767,已驳回,\N,\N
P0972,仓储,海珠区,2024-06-16,11380000,49047,审批中,\N,\N
P0973,仓储,白云区,2024-07-03,26920000,39481,审批中,\N,\N
P0974,仓储,天河区,2024-05-19,12270000,48203,已签发,10338977.0,2024-08-15
P0975,工业,白云区,2024-10-30,49660000,20589,已驳回,\N,\N
P0976,工业,黄埔区,2023-06-28,48070000,44723,已签发,48137751.0,2023-07-24
P0977,仓储,海珠区,2023-05-12,30440000,44119,已签发,34846169.0,2023-06-23
P0978,商业,番禺区,2024-03-30,6090000,16767,已签发,6753021.0,2024-05-25
P0979,市政,白云区,2023-12-14,30140000,3558,已签发,33393802.0,2024-04-11
P0980,市政,黄埔区,2024-06-23,13210000,23199,已签发,11417844.0,2024-08-23
P0981,市政,番禺区,2024-02-10,18630000,42558,已驳回,\N,\N
P0982,工业,番禺区,2023-03-17,29650000,11188,已签发,31767604.0,2023-06-27
P0983,工业,白云区,2024-08-01,6590000,40646,已签发,8172823.0,2024-08-19
P0984,商业,天河区,2024-05-06,25110000,31721,已签发,32743723.0,2024-06-17
P0985,市政,白云区,2023-07-13,41700000,5898,已签发,46995456.0,2023-09-20
P0986,市政,黄埔区,2023-06-11,3330000,1473,已驳回,\N,\N
P0987,仓储,番禺区,2023-12-13,29780000,27743,审批中,\N,\N
P0988,工业,白云区,2023-12-27,44460000,31549,审批中,\N,\N
P0989,市政,天河区,2024-08-06,11410000,11441,已驳回,\N,\N
P0990,商业,白云区,2023-03-28,8660000,9697,审批中,\N,\N
P0991,商业,海珠区,2023-09-19,1320000,42075,已签发,1237679.0,2023-12-06
P0992,市政,天河区,2023-08-02,19700000,32903,审批中,\N,\N
P0993,工业,黄埔区,2024-10-26,35410000,44241,已签发,29490011.0,2024-11-10
P0994,商业,番禺区,2024-12-22,31940000,32154,已签发,25890628.0,2025-01-13
P0995,仓储,白云区,2024-07-26,21430000,8202,已签发,18465394.0,2024-10-08
P0996,商业,天河区,2023-09-19,47630000,4447,审批中,\N,\N
P0997,住宅,海珠区,2024-12-30,2250000,42188,审批中,\N,\N
P0998,住宅,天河区,2023-10-10,27540000,21898,已签发,30467836.0,2023-12-04
P0999,工业,海珠区,2024-10-09,49870000,19938,审批中,\N,\N
P1000,市政,黄埔区,2024-04-11,4190000,10903,已驳回,\N,\N
